สามเสี่ย,เฟื่องฟ้า เรืองรอง,
หนีไม่พ้นเบอร์,เฟื่องฟ้า เรืองรอง,
หล่อล่ำ,เฟื่องฟ้า เรืองรอง,
อย่ามาเวลาเมียเผลอ,เฟื่องฟ้า เรืองรอง,
อร่อยไหมพี่,เฟื่องฟ้า เรืองรอง,
ก๊อกสอง,แฟรงค์ แวงน้อย,
แกนนำ,แฟรงค์ แวงน้อย,
ขอแจมนำแน,แฟรงค์ แวงน้อย,
ซับน้ำตากับขางัว,แฟรงค์ แวงน้อย,
ไปถืกหยังมา,แฟรงค์ แวงน้อย,
เมดอินอีสาน,แฟรงค์ แวงน้อย,
หมาน้อยไม่ธรรมดา,แฟรงค์ แวงน้อย,
อยากจูบหอยกับน้อง,แฟรงค์ แวงน้อย,
อยากถูกหวยเป็นเธอ,แฟรงค์ แวงน้อย,
ฮักอ้ายเบิ่งก่อนเป็นหยัง,แฟรงค์ แวงน้อย,
กัมพูชาที่รัก,ภูษิต ภู่สว่าง,
หยุดก่อนคนจน,ภูษิต ภู่สว่าง,
ไม่บริสุทธิ์,มณทิพย์ ละสา,
ต่ำติดดิน,มนต์รัก ขวัญโพธิ์ไทย,
อำนาจใบแดง,มนต์รัก ขวัญโพธิ์ไทย,
ไอ้หนุ่มรับจ้าง,มนต์รัก ขวัญโพธิ์ไทย,
13 ปีอยากมีรัก,มนต์สิทธิ์ คำสร้อย,
กระท่อมพ่อหม้าย,มนต์สิทธิ์ คำสร้อย,
กลัว,มนต์สิทธิ์ คำสร้อย,
กำพร้าลาบวช,มนต์สิทธิ์ คำสร้อย,
กำลังใจ,มนต์สิทธิ์ คำสร้อย,
กินเหล้าผิดซี,มนต์สิทธิ์ คำสร้อย,
กุหลาบฝากรัก,มนต์สิทธิ์ คำสร้อย,
โกสัมพี,มนต์สิทธิ์ คำสร้อย,
ขอเวลาสร้างตัว,มนต์สิทธิ์ คำสร้อย,
ขายควายช่วยแม่,มนต์สิทธิ์ คำสร้อย,
ข้าวขึ้นเล้า,มนต์สิทธิ์ คำสร้อย,
แข่งเรือบ้านหนองหอย,มนต์สิทธิ์ คำสร้อย,
คนชื่อเดือน,มนต์สิทธิ์ คำสร้อย,
คนซื่อคนเศร้า,มนต์สิทธิ์ คำสร้อย,
คนนอกสายตา,มนต์สิทธิ์ คำสร้อย,
ครูลำดวน,มนต์สิทธิ์ คำสร้อย,
คอยน้องคืนมูล,มนต์สิทธิ์ คำสร้อย,
คิดถึงจังเลย,มนต์สิทธิ์ คำสร้อย,
คิดฮอดหมอลำซิ่ง,มนต์สิทธิ์ คำสร้อย,
คืนอำลา,มนต์สิทธิ์ คำสร้อย,
คืนอำลา,มนต์สิทธิ์ คำสร้อย,
ใครลืมใครก่อน,มนต์สิทธิ์ คำสร้อย,
จดหมายฉบับสุดท้าย,มนต์สิทธิ์ คำสร้อย,ช.
จดหมายตีกลับ,มนต์สิทธิ์ คำสร้อย,
จดหมายถามที่อยู่,มนต์สิทธิ์ คำสร้อย,
จดหมายผิดซอง,มนต์สิทธิ์ คำสร้อย,
จดหมายพ่ายรัก,มนต์สิทธิ์ คำสร้อย,
จะรอสาวฆาตกร,มนต์สิทธิ์ คำสร้อย,
จำใจจาก,มนต์สิทธิ์ คำสร้อย,
จูบมัดจำ,มนต์สิทธิ์ คำสร้อย,
ชมสาวซาวจังหวัด,มนต์สิทธิ์ คำสร้อย,
ช้ำใจจากไร่อ้อย,มนต์สิทธิ์ คำสร้อย,
ช้ำรักจากสกล,มนต์สิทธิ์ คำสร้อย,
ชีวิตคนเศร้า,มนต์สิทธิ์ คำสร้อย,
ชีวิตมนต์สิทธิ์,มนต์สิทธิ์ คำสร้อย,
ใช่แล้วสิ,มนต์สิทธิ์ คำสร้อย,
ซึ้งแล้วคำสัญญา,มนต์สิทธิ์ คำสร้อย,
เซียมซีเสี่ยงรัก,มนต์สิทธิ์ คำสร้อย,
ดอกคูณในคอนโด,มนต์สิทธิ์ คำสร้อย,
ดอกคูนข้างแคมป์,มนต์สิทธิ์ คำสร้อย,
ดอกฝ้ายบานที่เมืองเลย,มนต์สิทธิ์ คำสร้อย,
ดอกไม้ให้คุณ,มนต์สิทธิ์ คำสร้อย,
เดือนครึ่งดวง,มนต์สิทธิ์ คำสร้อย,
ตอน19เจ้าอยู่ไส,มนต์สิทธิ์ คำสร้อย,
ตามรักสุดขอบฟ้า,มนต์สิทธิ์ คำสร้อย,
ถอดสาหน้ากาก,มนต์สิทธิ์ คำสร้อย,
ถามจริงตอบจริง,มนต์สิทธิ์ คำสร้อย,
ทนหนาวอีกปี,มนต์สิทธิ์ คำสร้อย,
ทหารเกณฑ์คนจน,มนต์สิทธิ์ คำสร้อย,
เทพีในดวงใจ,มนต์สิทธิ์ คำสร้อย,
เท่านี้ก็ตรม,มนต์สิทธิ์ คำสร้อย,
นักร้องอย่างเรา,มนต์สิทธิ์ คำสร้อย,
นางลวง,มนต์สิทธิ์ คำสร้อย,
น้ำตาคนเลว,มนต์สิทธิ์ คำสร้อย,
น้ำตาร่วงหลังพวงมาลัย,มนต์สิทธิ์ คำสร้อย,
น้ำนองพี่ร้องไห้,มนต์สิทธิ์ คำสร้อย,
ในฝัน,มนต์สิทธิ์ คำสร้อย,
บ่มีข้อแม้,มนต์สิทธิ์ คำสร้อย,
บอกรักบอกลา,มนต์สิทธิ์ คำสร้อย,
บ๋อยระทม,มนต์สิทธิ์ คำสร้อย,
